Mod:Item:MetaData, Localized Name
gregtech:wire_hex:424, 16x 磷化锰导线
gregtech:wire_hex:426, 16x 汞钡铜酸钙导线
gregtech:wire_hex:124, 16x 硅岩导线
gregtech:wire_hex:2042, 16x 硅岩合金导线
gregtech:wire_hex:294, 16x 镍铬合金导线
gregtech:wire_hex:69, 16x 镍导线
gregtech:wire_hex:295, 16x 氮化铌导线
gregtech:wire_hex:296, 16x 铌钛合金导线
gregtech:wire_hex:75, 16x 锇导线
gregtech:wire_hex:80, 16x 铂导线
gregtech:wire_hex:2517, 16x 红色合金导线
gregtech:wire_hex:432, 16x 钌三元镅中子素合金导线
gregtech:wire_hex:428, 16x 氧化钐铁砷合金导线
gregtech:wire_hex:100, 16x 银导线
gregtech:wire_hex:324, 16x 钢导线
gregtech:wire_hex:112, 16x 锡导线
gregtech:wire_hex:130, 16x 凯金导线
gregtech:wire_hex:128, 16x 三钛合金导线
gregtech:wire_hex:115, 16x 钨导线
gregtech:wire_hex:2013, 16x 钨钢导线
gregtech:wire_hex:430, 16x 铀铑硅岩合金导线
gregtech:wire_hex:427, 16x 三铂化铀导线
gregtech:wire_hex:334, 16x 钒镓合金导线
gregtech:wire_hex:338, 16x 钇钡铜氧合金导线
gregtech:cable_single:2, 1x 铝线缆
gregtech:cable_single:252, 1x 退火铜线缆
gregtech:cable_single:2011, 1x 黑钢线缆
gregtech:cable_single:2527, 1x 蓝色合金线缆
gregtech:cable_single:23, 1x 钴线缆
gregtech:cable_single:25, 1x 铜线缆
gregtech:cable_single:274, 1x 白铜线缆
gregtech:cable_single:277, 1x 琥珀金线缆
gregtech:cable_single:33, 1x 铕线缆
gregtech:cable_single:41, 1x 金线缆
gregtech:cable_single:342, 1x 石墨烯线缆
gregtech:cable_single:2516, 1x 高速钢-G线缆
gregtech:cable_single:51, 1x 铁线缆
gregtech:cable_single:288, 1x 坎塔尔合金线缆
gregtech:cable_single:55, 1x 铅线缆
gregtech:cable_single:124, 1x 硅岩线缆
gregtech:cable_single:2042, 1x 硅岩合金线缆
gregtech:cable_single:294, 1x 镍铬合金线缆
gregtech:cable_single:69, 1x 镍线缆
gregtech:cable_single:295, 1x 氮化铌线缆
gregtech:cable_single:296, 1x 铌钛合金线缆
gregtech:cable_single:75, 1x 锇线缆
gregtech:cable_single:80, 1x 铂线缆
gregtech:cable_single:2517, 1x 红色合金线缆
gregtech:cable_single:100, 1x 银线缆
gregtech:cable_single:324, 1x 钢线缆
gregtech:cable_single:112, 1x 锡线缆
gregtech:cable_single:130, 1x 凯金线缆
gregtech:cable_single:128, 1x 三钛合金线缆
gregtech:cable_single:115, 1x 钨线缆
gregtech:cable_single:2013, 1x 钨钢线缆
gregtech:cable_single:334, 1x 钒镓合金线缆
gregtech:cable_single:338, 1x 钇钡铜氧合金线缆
gregtech:cable_double:2, 2x 铝线缆
gregtech:cable_double:252, 2x 退火铜线缆
gregtech:cable_double:2011, 2x 黑钢线缆
gregtech:cable_double:2527, 2x 蓝色合金线缆
gregtech:cable_double:23, 2x 钴线缆
gregtech:cable_double:25, 2x 铜线缆
gregtech:cable_double:274, 2x 白铜线缆
gregtech:cable_double:277, 2x 琥珀金线缆
gregtech:cable_double:33, 2x 铕线缆
gregtech:cable_double:41, 2x 金线缆
gregtech:cable_double:342, 2x 石墨烯线缆
gregtech:cable_double:2516, 2x 高速钢-G线缆
gregtech:cable_double:51, 2x 铁线缆
gregtech:cable_double:288, 2x 坎塔尔合金线缆
gregtech:cable_double:55, 2x 铅线缆
gregtech:cable_double:124, 2x 硅岩线缆
gregtech:cable_double:2042, 2x 硅岩合金线缆
gregtech:cable_double:294, 2x 镍铬合金线缆
gregtech:cable_double:69, 2x 镍线缆
gregtech:cable_double:295, 2x 氮化铌线缆
gregtech:cable_double:296, 2x 铌钛合金线缆
gregtech:cable_double:75, 2x 锇线缆
gregtech:cable_double:80, 2x 铂线缆
gregtech:cable_double:2517, 2x 红色合金线缆
gregtech:cable_double:100, 2x 银线缆
gregtech:cable_double:324, 2x 钢线缆
gregtech:cable_double:112, 2x 锡线缆
gregtech:cable_double:130, 2x 凯金线缆
gregtech:cable_double:128, 2x 三钛合金线缆
gregtech:cable_double:115, 2x 钨线缆
gregtech:cable_double:2013, 2x 钨钢线缆
gregtech:cable_double:334, 2x 钒镓合金线缆
gregtech:cable_double:338, 2x 钇钡铜氧合金线缆
gregtech:cable_quadruple:2, 4x 铝线缆
gregtech:cable_quadruple:252, 4x 退火铜线缆
gregtech:cable_quadruple:2011, 4x 黑钢线缆
gregtech:cable_quadruple:2527, 4x 蓝色合金线缆
gregtech:cable_quadruple:23, 4x 钴线缆
gregtech:cable_quadruple:25, 4x 铜线缆
gregtech:cable_quadruple:274, 4x 白铜线缆
gregtech:cable_quadruple:277, 4x 琥珀金线缆
gregtech:cable_quadruple:33, 4x 铕线缆
gregtech:cable_quadruple:41, 4x 金线缆
gregtech:cable_quadruple:342, 4x 石墨烯线缆
gregtech:cable_quadruple:2516, 4x 高速钢-G线缆
gregtech:cable_quadruple:51, 4x 铁线缆
gregtech:cable_quadruple:288, 4x 坎塔尔合金线缆
gregtech:cable_quadruple:55, 4x 铅线缆
gregtech:cable_quadruple:124, 4x 硅岩线缆
gregtech:cable_quadruple:2042, 4x 硅岩合金线缆
gregtech:cable_quadruple:294, 4x 镍铬合金线缆
gregtech:cable_quadruple:69, 4x 镍线缆
gregtech:cable_quadruple:295, 4x 氮化铌线缆
gregtech:cable_quadruple:296, 4x 铌钛合金线缆
gregtech:cable_quadruple:75, 4x 锇线缆
gregtech:cable_quadruple:80, 4x 铂线缆
gregtech:cable_quadruple:2517, 4x 红色合金线缆
gregtech:cable_quadruple:100, 4x 银线缆
gregtech:cable_quadruple:324, 4x 钢线缆
gregtech:cable_quadruple:112, 4x 锡线缆
gregtech:cable_quadruple:130, 4x 凯金线缆
gregtech:cable_quadruple:128, 4x 三钛合金线缆
gregtech:cable_quadruple:115, 4x 钨线缆
gregtech:cable_quadruple:2013, 4x 钨钢线缆
gregtech:cable_quadruple:334, 4x 钒镓合金线缆
gregtech:cable_quadruple:338, 4x 钇钡铜氧合金线缆
gregtech:cable_octal:2, 8x 铝线缆
gregtech:cable_octal:252, 8x 退火铜线缆
gregtech:cable_octal:2011, 8x 黑钢线缆
gregtech:cable_octal:2527, 8x 蓝色合金线缆
gregtech:cable_octal:23, 8x 钴线缆
gregtech:cable_octal:25, 8x 铜线缆
gregtech:cable_octal:274, 8x 白铜线缆
gregtech:cable_octal:277, 8x 琥珀金线缆
gregtech:cable_octal:33, 8x 铕线缆
gregtech:cable_octal:41, 8x 金线缆
gregtech:cable_octal:342, 8x 石墨烯线缆
gregtech:cable_octal:2516, 8x 高速钢-G线缆
gregtech:cable_octal:51, 8x 铁线缆
gregtech:cable_octal:288, 8x 坎塔尔合金线缆
gregtech:cable_octal:55, 8x 铅线缆
gregtech:cable_octal:124, 8x 硅岩线缆
gregtech:cable_octal:2042, 8x 硅岩合金线缆
gregtech:cable_octal:294, 8x 镍铬合金线缆
gregtech:cable_octal:69, 8x 镍线缆
gregtech:cable_octal:295, 8x 氮化铌线缆
gregtech:cable_octal:296, 8x 铌钛合金线缆
gregtech:cable_octal:75, 8x 锇线缆
gregtech:cable_octal:80, 8x 铂线缆
gregtech:cable_octal:2517, 8x 红色合金线缆
gregtech:cable_octal:100, 8x 银线缆
gregtech:cable_octal:324, 8x 钢线缆
gregtech:cable_octal:112, 8x 锡线缆
gregtech:cable_octal:130, 8x 凯金线缆
gregtech:cable_octal:128, 8x 三钛合金线缆
gregtech:cable_octal:115, 8x 钨线缆
gregtech:cable_octal:2013, 8x 钨钢线缆
gregtech:cable_octal:334, 8x 钒镓合金线缆
gregtech:cable_octal:338, 8x 钇钡铜氧合金线缆
gregtech:cable_hex:2, 16x 铝线缆
gregtech:cable_hex:252, 16x 退火铜线缆
gregtech:cable_hex:2011, 16x 黑钢线缆
gregtech:cable_hex:2527, 16x 蓝色合金线缆
gregtech:cable_hex:23, 16x 钴线缆
gregtech:cable_hex:25, 16x 铜线缆
gregtech:cable_hex:274, 16x 白铜线缆
gregtech:cable_hex:277, 16x 琥珀金线缆
gregtech:cable_hex:33, 16x 铕线缆
gregtech:cable_hex:41, 16x 金线缆
gregtech:cable_hex:342, 16x 石墨烯线缆
gregtech:cable_hex:2516, 16x 高速钢-G线缆
gregtech:cable_hex:51, 16x 铁线缆
gregtech:cable_hex:288, 16x 坎塔尔合金线缆
gregtech:cable_hex:55, 16x 铅线缆
gregtech:cable_hex:124, 16x 硅岩线缆
gregtech:cable_hex:2042, 16x 硅岩合金线缆
gregtech:cable_hex:294, 16x 镍铬合金线缆
gregtech:cable_hex:69, 16x 镍线缆
gregtech:cable_hex:295, 16x 氮化铌线缆
gregtech:cable_hex:296, 16x 铌钛合金线缆
gregtech:cable_hex:75, 16x 锇线缆
gregtech:cable_hex:80, 16x 铂线缆
gregtech:cable_hex:2517, 16x 红色合金线缆
gregtech:cable_hex:100, 16x 银线缆
gregtech:cable_hex:324, 16x 钢线缆
gregtech:cable_hex:112, 16x 锡线缆
gregtech:cable_hex:130, 16x 凯金线缆
gregtech:cable_hex:128, 16x 三钛合金线缆
gregtech:cable_hex:115, 16x 钨线缆
gregtech:cable_hex:2013, 16x 钨钢线缆
gregtech:cable_hex:334, 16x 钒镓合金线缆
gregtech:cable_hex:338, 16x 钇钡铜氧合金线缆
gregtech:fluid_pipe_tiny:2, 微型铝流体管道
gregtech:fluid_pipe_tiny:260, 微型青铜流体管道
gregtech:fluid_pipe_tiny:22, 微型铬流体管道
gregtech:fluid_pipe_tiny:25, 微型铜流体管道
gregtech:fluid_pipe_tiny:129, 微型铿铀流体管道
gregtech:fluid_pipe_tiny:33, 微型铕流体管道
gregtech:fluid_pipe_tiny:41, 微型金流体管道
gregtech:fluid_pipe_tiny:50, 微型铱流体管道
gregtech:fluid_pipe_tiny:55, 微型铅流体管道
gregtech:fluid_pipe_tiny:124, 微型硅岩流体管道
gregtech:fluid_pipe_tiny:127, 微型中子素流体管道
gregtech:fluid_pipe_tiny:296, 微型铌钛合金流体管道
gregtech:fluid_pipe_tiny:1012, 微型聚乙烯流体管道
gregtech:fluid_pipe_tiny:1010, 微型聚苯并咪唑流体管道
gregtech:fluid_pipe_tiny:1016, 微型聚四氟乙烯流体管道
gregtech:fluid_pipe_tiny:2037, 微型粗青铜合金流体管道
gregtech:fluid_pipe_tiny:323, 微型不锈钢流体管道
gregtech:fluid_pipe_tiny:324, 微型钢流体管道
gregtech:fluid_pipe_tiny:328, 微型锡铁合金流体管道
gregtech:fluid_pipe_tiny:113, 微型钛流体管道
gregtech:fluid_pipe_tiny:115, 微型钨流体管道
gregtech:fluid_pipe_tiny:396, 微型碳化钨流体管道
gregtech:fluid_pipe_tiny:2013, 微型钨钢流体管道
gregtech:fluid_pipe_tiny:2036, 微型钒钢流体管道
gregtech:fluid_pipe_small:2, 小型铝流体管道
gregtech:fluid_pipe_small:260, 小型青铜流体管道
gregtech:fluid_pipe_small:22, 小型铬流体管道
gregtech:fluid_pipe_small:25, 小型铜流体管道
gregtech:fluid_pipe_small:129, 小型铿铀流体管道
gregtech:fluid_pipe_small:33, 小型铕流体管道
gregtech:fluid_pipe_small:41, 小型金流体管道
gregtech:fluid_pipe_small:50, 小型铱流体管道
gregtech:fluid_pipe_small:55, 小型铅流体管道
gregtech:fluid_pipe_small:124, 小型硅岩流体管道
gregtech:fluid_pipe_small:127, 小型中子素流体管道
gregtech:fluid_pipe_small:296, 小型铌钛合金流体管道
gregtech:fluid_pipe_small:1012, 小型聚乙烯流体管道
gregtech:fluid_pipe_small:1010, 小型聚苯并咪唑流体管道
gregtech:fluid_pipe_small:1016, 小型聚四氟乙烯流体管道
gregtech:fluid_pipe_small:2037, 小型粗青铜合金流体管道
gregtech:fluid_pipe_small:323, 小型不锈钢流体管道
gregtech:fluid_pipe_small:324, 小型钢流体管道
gregtech:fluid_pipe_small:328, 小型锡铁合金流体管道
gregtech:fluid_pipe_small:113, 小型钛流体管道
gregtech:fluid_pipe_small:1648, 小型防腐木流体管道
gregtech:fluid_pipe_small:115, 小型钨流体管道
gregtech:fluid_pipe_small:396, 小型碳化钨流体管道
gregtech:fluid_pipe_small:2013, 小型钨钢流体管道
gregtech:fluid_pipe_small:2036, 小型钒钢流体管道
gregtech:fluid_pipe_small:1617, 小型木头流体管道
gregtech:fluid_pipe_normal:2, 铝流体管道
gregtech:fluid_pipe_normal:260, 青铜流体管道
gregtech:fluid_pipe_normal:22, 铬流体管道
gregtech:fluid_pipe_normal:25, 铜流体管道
gregtech:fluid_pipe_normal:129, 铿铀流体管道
gregtech:fluid_pipe_normal:33, 铕流体管道
gregtech:fluid_pipe_normal:41, 金流体管道
gregtech:fluid_pipe_normal:50, 铱流体管道
gregtech:fluid_pipe_normal:55, 铅流体管道
gregtech:fluid_pipe_normal:124, 硅岩流体管道
gregtech:fluid_pipe_normal:127, 中子素流体管道
gregtech:fluid_pipe_normal:296, 铌钛合金流体管道
gregtech:fluid_pipe_normal:1012, 聚乙烯流体管道
gregtech:fluid_pipe_normal:1010, 聚苯并咪唑流体管道
gregtech:fluid_pipe_normal:1016, 聚四氟乙烯流体管道
gregtech:fluid_pipe_normal:2037, 粗青铜合金流体管道
gregtech:fluid_pipe_normal:323, 不锈钢流体管道
gregtech:fluid_pipe_normal:324, 钢流体管道
gregtech:fluid_pipe_normal:328, 锡铁合金流体管道
gregtech:fluid_pipe_normal:113, 钛流体管道
gregtech:fluid_pipe_normal:1648, 防腐木流体管道
gregtech:fluid_pipe_normal:115, 钨流体管道
gregtech:fluid_pipe_normal:396, 碳化钨流体管道
gregtech:fluid_pipe_normal:2013, 钨钢流体管道
gregtech:fluid_pipe_normal:2036, 钒钢流体管道
gregtech:fluid_pipe_normal:1617, 木头流体管道
gregtech:fluid_pipe_large:2, 大型铝流体管道
gregtech:fluid_pipe_large:260, 大型青铜流体管道
gregtech:fluid_pipe_large:22, 大型铬流体管道
gregtech:fluid_pipe_large:25, 大型铜流体管道
gregtech:fluid_pipe_large:129, 大型铿铀流体管道
gregtech:fluid_pipe_large:33, 大型铕流体管道
gregtech:fluid_pipe_large:41, 大型金流体管道
gregtech:fluid_pipe_large:50, 大型铱流体管道
gregtech:fluid_pipe_large:55, 大型铅流体管道
gregtech:fluid_pipe_large:124, 大型硅岩流体管道
gregtech:fluid_pipe_large:127, 大型中子素流体管道
gregtech:fluid_pipe_large:296, 大型铌钛合金流体管道
gregtech:fluid_pipe_large:1012, 大型聚乙烯流体管道
gregtech:fluid_pipe_large:1010, 大型聚苯并咪唑流体管道
gregtech:fluid_pipe_large:1016, 大型聚四氟乙烯流体管道
gregtech:fluid_pipe_large:2037, 大型粗青铜合金流体管道
gregtech:fluid_pipe_large:323, 大型不锈钢流体管道
gregtech:fluid_pipe_large:324, 大型钢流体管道
gregtech:fluid_pipe_large:328, 大型锡铁合金流体管道
gregtech:fluid_pipe_large:113, 大型钛流体管道
gregtech:fluid_pipe_large:1648, 大型防腐木流体管道
gregtech:fluid_pipe_large:115, 大型钨流体管道
gregtech:fluid_pipe_large:396, 大型碳化钨流体管道
gregtech:fluid_pipe_large:2013, 大型钨钢流体管道
gregtech:fluid_pipe_large:2036, 大型钒钢流体管道
gregtech:fluid_pipe_large:1617, 大型木头流体管道
gregtech:fluid_pipe_huge:2, 巨型铝流体管道
gregtech:fluid_pipe_huge:260, 巨型青铜流体管道
gregtech:fluid_pipe_huge:22, 巨型铬流体管道
gregtech:fluid_pipe_huge:25, 巨型铜流体管道
gregtech:fluid_pipe_huge:129, 巨型铿铀流体管道
gregtech:fluid_pipe_huge:33, 巨型铕流体管道
gregtech:fluid_pipe_huge:41, 巨型金流体管道
gregtech:fluid_pipe_huge:50, 巨型铱流体管道
gregtech:fluid_pipe_huge:55, 巨型铅流体管道
gregtech:fluid_pipe_huge:124, 巨型硅岩流体管道
gregtech:fluid_pipe_huge:127, 巨型中子素流体管道
gregtech:fluid_pipe_huge:296, 巨型铌钛合金流体管道
gregtech:fluid_pipe_huge:1012, 巨型聚乙烯流体管道
gregtech:fluid_pipe_huge:1010, 巨型聚苯并咪唑流体管道
gregtech:fluid_pipe_huge:1016, 巨型聚四氟乙烯流体管道
gregtech:fluid_pipe_huge:2037, 巨型粗青铜合金流体管道
gregtech:fluid_pipe_huge:323, 巨型不锈钢流体管道
gregtech:fluid_pipe_huge:324, 巨型钢流体管道
gregtech:fluid_pipe_huge:328, 巨型锡铁合金流体管道
gregtech:fluid_pipe_huge:113, 巨型钛流体管道
gregtech:fluid_pipe_huge:115, 巨型钨流体管道
gregtech:fluid_pipe_huge:396, 巨型碳化钨流体管道
gregtech:fluid_pipe_huge:2013, 巨型钨钢流体管道
gregtech:fluid_pipe_huge:2036, 巨型钒钢流体管道
gregtech:fluid_pipe_quadruple:2, 四重铝流体管道
gregtech:fluid_pipe_quadruple:260, 四重青铜流体管道
gregtech:fluid_pipe_quadruple:22, 四重铬流体管道
gregtech:fluid_pipe_quadruple:25, 四重铜流体管道
gregtech:fluid_pipe_quadruple:129, 四重铿铀流体管道
gregtech:fluid_pipe_quadruple:33, 四重铕流体管道
gregtech:fluid_pipe_quadruple:41, 四重金流体管道
gregtech:fluid_pipe_quadruple:50, 四重铱流体管道
gregtech:fluid_pipe_quadruple:55, 四重铅流体管道
gregtech:fluid_pipe_quadruple:124, 四重硅岩流体管道
gregtech:fluid_pipe_quadruple:127, 四重中子素流体管道
gregtech:fluid_pipe_quadruple:296, 四重铌钛合金流体管道
gregtech:fluid_pipe_quadruple:1012, 四重聚乙烯流体管道
gregtech:fluid_pipe_quadruple:1010, 四重聚苯并咪唑流体管道
gregtech:fluid_pipe_quadruple:1016, 四重聚四氟乙烯流体管道
gregtech:fluid_pipe_quadruple:2037, 四重粗青铜合金流体管道
gregtech:fluid_pipe_quadruple:323, 四重不锈钢流体管道
gregtech:fluid_pipe_quadruple:324, 四重钢流体管道
gregtech:fluid_pipe_quadruple:328, 四重锡铁合金流体管道
gregtech:fluid_pipe_quadruple:113, 四重钛流体管道
gregtech:fluid_pipe_quadruple:115, 四重钨流体管道
gregtech:fluid_pipe_quadruple:396, 四重碳化钨流体管道
gregtech:fluid_pipe_quadruple:2013, 四重钨钢流体管道
gregtech:fluid_pipe_quadruple:2036, 四重钒钢流体管道
gregtech:fluid_pipe_nonuple:2, 九重铝流体管道
gregtech:fluid_pipe_nonuple:260, 九重青铜流体管道
gregtech:fluid_pipe_nonuple:22, 九重铬流体管道
gregtech:fluid_pipe_nonuple:25, 九重铜流体管道
gregtech:fluid_pipe_nonuple:129, 九重铿铀流体管道
gregtech:fluid_pipe_nonuple:33, 九重铕流体管道
gregtech:fluid_pipe_nonuple:41, 九重金流体管道
gregtech:fluid_pipe_nonuple:50, 九重铱流体管道
gregtech:fluid_pipe_nonuple:55, 九重铅流体管道
gregtech:fluid_pipe_nonuple:124, 九重硅岩流体管道
gregtech:fluid_pipe_nonuple:127, 九重中子素流体管道
gregtech:fluid_pipe_nonuple:296, 九重铌钛合金流体管道
gregtech:fluid_pipe_nonuple:1012, 九重聚乙烯流体管道
gregtech:fluid_pipe_nonuple:1010, 九重聚苯并咪唑流体管道
gregtech:fluid_pipe_nonuple:1016, 九重聚四氟乙烯流体管道
gregtech:fluid_pipe_nonuple:2037, 九重粗青铜合金流体管道
gregtech:fluid_pipe_nonuple:323, 九重不锈钢流体管道
gregtech:fluid_pipe_nonuple:324, 九重钢流体管道
gregtech:fluid_pipe_nonuple:328, 九重锡铁合金流体管道
gregtech:fluid_pipe_nonuple:113, 九重钛流体管道
gregtech:fluid_pipe_nonuple:115, 九重钨流体管道
gregtech:fluid_pipe_nonuple:396, 九重碳化钨流体管道
gregtech:fluid_pipe_nonuple:2013, 九重钨钢流体管道
gregtech:fluid_pipe_nonuple:2036, 九重钒钢流体管道
gregtech:item_pipe_small:3, 小型镅物品管道
gregtech:item_pipe_small:344, 小型铱锇合金物品管道
gregtech:item_pipe_small:259, 小型黄铜物品管道
gregtech:item_pipe_small:2014, 小型钴黄铜物品管道
gregtech:item_pipe_small:75, 小型锇物品管道
gregtech:item_pipe_small:301, 小型玫瑰金物品管道
gregtech:item_pipe_small:274, 小型白铜物品管道
gregtech:item_pipe_small:331, 小型哈氏合金物品管道
gregtech:item_pipe_small:277, 小型琥珀金物品管道
gregtech:item_pipe_small:1007, 小型聚氯乙烯物品管道
gregtech:item_pipe_small:300, 小型标准纯银物品管道
gregtech:item_pipe_small:80, 小型铂物品管道
gregtech:item_pipe_small:23, 小型钴物品管道
gregtech:item_pipe_small:112, 小型锡物品管道
gregtech:item_pipe_small:290, 小型镁铝合金物品管道
gregtech:item_pipe_small:69, 小型镍物品管道
gregtech:item_pipe_small:302, 小型黑青铜物品管道
gregtech:item_pipe_normal:3, 镅物品管道
gregtech:item_pipe_normal:344, 铱锇合金物品管道
gregtech:item_pipe_normal:259, 黄铜物品管道
gregtech:item_pipe_normal:2014, 钴黄铜物品管道
gregtech:item_pipe_normal:75, 锇物品管道
gregtech:item_pipe_normal:301, 玫瑰金物品管道
gregtech:item_pipe_normal:274, 白铜物品管道
gregtech:item_pipe_normal:331, 哈氏合金物品管道
gregtech:item_pipe_normal:277, 琥珀金物品管道
gregtech:item_pipe_normal:1007, 聚氯乙烯物品管道
gregtech:item_pipe_normal:300, 标准纯银物品管道
gregtech:item_pipe_normal:80, 铂物品管道
gregtech:item_pipe_normal:23, 钴物品管道
gregtech:item_pipe_normal:112, 锡物品管道
gregtech:item_pipe_normal:290, 镁铝合金物品管道
gregtech:item_pipe_normal:69, 镍物品管道
gregtech:item_pipe_normal:302, 黑青铜物品管道
gregtech:item_pipe_large:3, 大型镅物品管道
gregtech:item_pipe_large:344, 大型铱锇合金物品管道
gregtech:item_pipe_large:259, 大型黄铜物品管道
gregtech:item_pipe_large:2014, 大型钴黄铜物品管道
gregtech:item_pipe_large:75, 大型锇物品管道
gregtech:item_pipe_large:301, 大型玫瑰金物品管道
gregtech:item_pipe_large:274, 大型白铜物品管道
gregtech:item_pipe_large:331, 大型哈氏合金物品管道
gregtech:item_pipe_large:277, 大型琥珀金物品管道
gregtech:item_pipe_large:1007, 大型聚氯乙烯物品管道
gregtech:item_pipe_large:300, 大型标准纯银物品管道
gregtech:item_pipe_large:80, 大型铂物品管道
gregtech:item_pipe_large:23, 大型钴物品管道
gregtech:item_pipe_large:112, 大型锡物品管道
gregtech:item_pipe_large:290, 大型镁铝合金物品管道
gregtech:item_pipe_large:69, 大型镍物品管道
gregtech:item_pipe_large:302, 大型黑青铜物品管道
gregtech:item_pipe_huge:3, 巨型镅物品管道
gregtech:item_pipe_huge:344, 巨型铱锇合金物品管道
gregtech:item_pipe_huge:259, 巨型黄铜物品管道
gregtech:item_pipe_huge:2014, 巨型钴黄铜物品管道
gregtech:item_pipe_huge:75, 巨型锇物品管道
gregtech:item_pipe_huge:301, 巨型玫瑰金物品管道
gregtech:item_pipe_huge:274, 巨型白铜物品管道
gregtech:item_pipe_huge:331, 巨型哈氏合金物品管道
gregtech:item_pipe_huge:277, 巨型琥珀金物品管道
gregtech:item_pipe_huge:1007, 巨型聚氯乙烯物品管道
gregtech:item_pipe_huge:300, 巨型标准纯银物品管道
gregtech:item_pipe_huge:80, 巨型铂物品管道
gregtech:item_pipe_huge:23, 巨型钴物品管道
gregtech:item_pipe_huge:112, 巨型锡物品管道
gregtech:item_pipe_huge:290, 巨型镁铝合金物品管道
gregtech:item_pipe_huge:69, 巨型镍物品管道
gregtech:item_pipe_huge:302, 巨型黑青铜物品管道
gregtech:item_pipe_small_restrictive:3, 小型加固镅物品管道
gregtech:item_pipe_small_restrictive:344, 小型加固铱锇合金物品管道
gregtech:item_pipe_small_restrictive:259, 小型加固黄铜物品管道
gregtech:item_pipe_small_restrictive:2014, 小型加固钴黄铜物品管道
gregtech:item_pipe_small_restrictive:75, 小型加固锇物品管道
gregtech:item_pipe_small_restrictive:301, 小型加固玫瑰金物品管道
gregtech:item_pipe_small_restrictive:274, 小型加固白铜物品管道
gregtech:item_pipe_small_restrictive:331, 小型加固哈氏合金物品管道
gregtech:item_pipe_small_restrictive:277, 小型加固琥珀金物品管道
gregtech:item_pipe_small_restrictive:1007, 小型加固聚氯乙烯物品管道
gregtech:item_pipe_small_restrictive:300, 小型加固标准纯银物品管道
gregtech:item_pipe_small_restrictive:80, 小型加固铂物品管道
gregtech:item_pipe_small_restrictive:23, 小型加固钴物品管道
gregtech:item_pipe_small_restrictive:112, 小型加固锡物品管道
gregtech:item_pipe_small_restrictive:290, 小型加固镁铝合金物品管道
gregtech:item_pipe_small_restrictive:69, 小型加固镍物品管道
gregtech:item_pipe_small_restrictive:302, 小型加固黑青铜物品管道
gregtech:item_pipe_normal_restrictive:3, 加固镅物品管道
gregtech:item_pipe_normal_restrictive:344, 加固铱锇合金物品管道
gregtech:item_pipe_normal_restrictive:259, 加固黄铜物品管道
gregtech:item_pipe_normal_restrictive:2014, 加固钴黄铜物品管道
gregtech:item_pipe_normal_restrictive:75, 加固锇物品管道
gregtech:item_pipe_normal_restrictive:301, 加固玫瑰金物品管道
gregtech:item_pipe_normal_restrictive:274, 加固白铜物品管道
gregtech:item_pipe_normal_restrictive:331, 加固哈氏合金物品管道
gregtech:item_pipe_normal_restrictive:277, 加固琥珀金物品管道
gregtech:item_pipe_normal_restrictive:1007, 加固聚氯乙烯物品管道
gregtech:item_pipe_normal_restrictive:300, 加固标准纯银物品管道
gregtech:item_pipe_normal_restrictive:80, 加固铂物品管道
gregtech:item_pipe_normal_restrictive:23, 加固钴物品管道
gregtech:item_pipe_normal_restrictive:112, 加固锡物品管道
gregtech:item_pipe_normal_restrictive:290, 加固镁铝合金物品管道
gregtech:item_pipe_normal_restrictive:69, 加固镍物品管道
gregtech:item_pipe_normal_restrictive:302, 加固黑青铜物品管道
gregtech:item_pipe_large_restrictive:3, 大型加固镅物品管道
gregtech:item_pipe_large_restrictive:344, 大型加固铱锇合金物品管道
gregtech:item_pipe_large_restrictive:259, 大型加固黄铜物品管道
gregtech:item_pipe_large_restrictive:2014, 大型加固钴黄铜物品管道
gregtech:item_pipe_large_restrictive:75, 大型加固锇物品管道
gregtech:item_pipe_large_restrictive:301, 大型加固玫瑰金物品管道
gregtech:item_pipe_large_restrictive:274, 大型加固白铜物品管道
gregtech:item_pipe_large_restrictive:331, 大型加固哈氏合金物品管道
gregtech:item_pipe_large_restrictive:277, 大型加固琥珀金物品管道
gregtech:item_pipe_large_restrictive:1007, 大型加固聚氯乙烯物品管道
gregtech:item_pipe_large_restrictive:300, 大型加固标准纯银物品管道
gregtech:item_pipe_large_restrictive:80, 大型加固铂物品管道
gregtech:item_pipe_large_restrictive:23, 大型加固钴物品管道
gregtech:item_pipe_large_restrictive:112, 大型加固锡物品管道
gregtech:item_pipe_large_restrictive:290, 大型加固镁铝合金物品管道
gregtech:item_pipe_large_restrictive:69, 大型加固镍物品管道
gregtech:item_pipe_large_restrictive:302, 大型加固黑青铜物品管道
gregtech:item_pipe_huge_restrictive:3, 巨型加固镅物品管道
gregtech:item_pipe_huge_restrictive:344, 巨型加固铱锇合金物品管道
gregtech:item_pipe_huge_restrictive:259, 巨型加固黄铜物品管道
gregtech:item_pipe_huge_restrictive:2014, 巨型加固钴黄铜物品管道
gregtech:item_pipe_huge_restrictive:75, 巨型加固锇物品管道
gregtech:item_pipe_huge_restrictive:301, 巨型加固玫瑰金物品管道
gregtech:item_pipe_huge_restrictive:274, 巨型加固白铜物品管道
gregtech:item_pipe_huge_restrictive:331, 巨型加固哈氏合金物品管道
gregtech:item_pipe_huge_restrictive:277, 巨型加固琥珀金物品管道
